mapping	target_segment_id	target_title	target_type	rank	score	lexical_overlap	candidate_segment_id	candidate_title	candidate_type	video_start	video_end	video_start_seconds	video_end_seconds	youtube_start_corrected	candidate_text
topics_to_vtt_windows	topic:generated-topic-icons	Generated Topic Icons	topic	4	0.495658	0.219512	vtt:ngram:5:0008	These topics are from Samuel Pepys’s life and the things in it I took them from 	vtt_ngram_5	00:03:17.546	00:05:54.948	197.546	354.948	00:35:16.546	These topics are from Samuel Pepys’s life and the things in it I took them from a manually made list This is a lot better The semantic integrity is actually quite good For example, there is the bladder stone surgery he had The stone was a personal concern of
topics_to_vtt_windows	topic:generated-topic-icons	Generated Topic Icons	topic	5	0.467026	0.243902	vtt:ngram:5:0007	process happens in multiple stages, but those stages are aware of the semantic r	vtt_ngram_5	00:02:47.665	00:05:28.913	167.665	328.913	00:34:46.665	process happens in multiple stages, but those stages are aware of the semantic relationships between the nodes They use those relationships to find a good non-overlapping position for the nodes That gets us something a bit like this It has no overlap, which i
topics_to_vtt_windows	topic:topics-as-recognisable-entities	Topics as Recognisable Entities	topic	1	0.565922	0.384615	vtt:ngram:5:0011	with a fittingly emptier area around it So the semantic integrity is good, but i	vtt_ngram_5	00:04:59.694	00:07:20.445	299.694	440.445	00:36:58.694	with a fittingly emptier area around it So the semantic integrity is good, but it is still not very intuitive These days we have image generators, so I semi-manually and semi-automatically generated icons for the topics That probably helps a little bit What w
topics_to_vtt_windows	topic:topics-as-recognisable-entities	Topics as Recognisable Entities	topic	2	0.553979	0.384615	vtt:ngram:5:0010	Gold fits into a psychological kind of cluster for him Likewise, his main occupa	vtt_ngram_5	00:04:26.415	00:06:53.046	266.415	413.046	00:36:25.415	Gold fits into a psychological kind of cluster for him Likewise, his main occupational duties are in a place, and there is a Navy cluster There is also the Great Fire of London with a fittingly emptier area around it So the semantic integrity is good, but it
topics_to_vtt_windows	topic:topics-as-recognisable-entities	Topics as Recognisable Entities	topic	3	0.54205	0.307692	vtt:ngram:5:0007	process happens in multiple stages, but those stages are aware of the semantic r	vtt_ngram_5	00:02:47.665	00:05:28.913	167.665	328.913	00:34:46.665	process happens in multiple stages, but those stages are aware of the semantic relationships between the nodes They use those relationships to find a good non-overlapping position for the nodes That gets us something a bit like this It has no overlap, which i
topics_to_vtt_windows	topic:topics-as-recognisable-entities	Topics as Recognisable Entities	topic	4	0.539244	0.230769	vtt:ngram:5:0001	Hello I’m interested in the problem of how we as human beings, can get a good me	vtt_ngram_5	00:00:00.838	00:02:06.651	0.838	126.651	00:31:59.838	Hello I’m interested in the problem of how we as human beings, can get a good mental model of what is going on I want to understand things and make use of our high-bandwidth visual centres, which are very good at interpreting information efficiently I’m inter
topics_to_vtt_windows	topic:topics-as-recognisable-entities	Topics as Recognisable Entities	topic	5	0.52604	0.307692	vtt:ngram:5:0013	There is a lot that could be done I do have large-language-model-generated salie	vtt_ngram_5	00:05:54.978	00:07:59.307	354.978	479.307	00:37:53.978	There is a lot that could be done I do have large-language-model-generated salience scores for some of the topics I use those to adjust the scale and opacity of some nodes For instance, there is a woman who was loosely related to some people in this area thro
topics_to_vtt_windows	topic:salience-rank-scale-opacity	Salience, Rank, Scale, and Opacity	topic	1	0.571717	0.439024	vtt:ngram:5:0013	There is a lot that could be done I do have large-language-model-generated salie	vtt_ngram_5	00:05:54.978	00:07:59.307	354.978	479.307	00:37:53.978	There is a lot that could be done I do have large-language-model-generated salience scores for some of the topics I use those to adjust the scale and opacity of some nodes For instance, there is a woman who was loosely related to some people in this area thro
topics_to_vtt_windows	topic:salience-rank-scale-opacity	Salience, Rank, Scale, and Opacity	topic	2	0.562969	0.390244	vtt:ngram:5:0012	That probably helps a little bit What would be more useful is a zoomable user in	vtt_ngram_5	00:05:28.937	00:07:43.618	328.937	463.618	00:37:27.937	That probably helps a little bit What would be more useful is a zoomable user interface where we can look at different things at different levels and see different zoom states, very much like what Ivan Lugo was talking about earlier I have not done much with
topics_to_vtt_windows	topic:salience-rank-scale-opacity	Salience, Rank, Scale, and Opacity	topic	3	0.550871	0.390244	vtt:ngram:5:0011	with a fittingly emptier area around it So the semantic integrity is good, but i	vtt_ngram_5	00:04:59.694	00:07:20.445	299.694	440.445	00:36:58.694	with a fittingly emptier area around it So the semantic integrity is good, but it is still not very intuitive These days we have image generators, so I semi-manually and semi-automatically generated icons for the topics That probably helps a little bit What w
topics_to_vtt_windows	topic:salience-rank-scale-opacity	Salience, Rank, Scale, and Opacity	topic	4	0.50046	0.365854	vtt:ngram:5:0010	Gold fits into a psychological kind of cluster for him Likewise, his main occupa	vtt_ngram_5	00:04:26.415	00:06:53.046	266.415	413.046	00:36:25.415	Gold fits into a psychological kind of cluster for him Likewise, his main occupational duties are in a place, and there is a Navy cluster There is also the Great Fire of London with a fittingly emptier area around it So the semantic integrity is good, but it
topics_to_vtt_windows	topic:salience-rank-scale-opacity	Salience, Rank, Scale, and Opacity	topic	5	0.46839	0.341463	vtt:ngram:5:0014	loosely related to some people in this area through gossip She is not as central	vtt_ngram_5	00:06:25.199	00:08:16.171	385.199	496.171	00:38:24.199	loosely related to some people in this area through gossip She is not as central to Pepys’s life Her centrality is low, but she is still an interesting figure She is not at full opacity, because she is not worth foregrounding from the broad overview perspecti
topics_to_vtt_windows	topic:zoomable-user-interface	Zoomable User Interface	topic	1	0.640624	0.358974	vtt:ngram:5:0012	That probably helps a little bit What would be more useful is a zoomable user in	vtt_ngram_5	00:05:28.937	00:07:43.618	328.937	463.618	00:37:27.937	That probably helps a little bit What would be more useful is a zoomable user interface where we can look at different things at different levels and see different zoom states, very much like what Ivan Lugo was talking about earlier I have not done much with
topics_to_vtt_windows	topic:zoomable-user-interface	Zoomable User Interface	topic	2	0.60227	0.358974	vtt:ngram:5:0011	with a fittingly emptier area around it So the semantic integrity is good, but i	vtt_ngram_5	00:04:59.694	00:07:20.445	299.694	440.445	00:36:58.694	with a fittingly emptier area around it So the semantic integrity is good, but it is still not very intuitive These days we have image generators, so I semi-manually and semi-automatically generated icons for the topics That probably helps a little bit What w
topics_to_vtt_windows	topic:zoomable-user-interface	Zoomable User Interface	topic	3	0.543181	0.230769	vtt:ngram:5:0015	worth foregrounding from the broad overview perspective of his life When I am zo	vtt_ngram_5	00:06:53.174	00:08:40.395	413.174	520.395	00:38:52.174	worth foregrounding from the broad overview perspective of his life When I am zoomed out, the map shows things that are high-rank and high-salience, or some combination of those When I zoom in, it shows more nodes without fading them out That is basically as
topics_to_vtt_windows	topic:zoomable-user-interface	Zoomable User Interface	topic	4	0.519011	0.230769	vtt:ngram:5:0014	loosely related to some people in this area through gossip She is not as central	vtt_ngram_5	00:06:25.199	00:08:16.171	385.199	496.171	00:38:24.199	loosely related to some people in this area through gossip She is not as central to Pepys’s life Her centrality is low, but she is still an interesting figure She is not at full opacity, because she is not worth foregrounding from the broad overview perspecti
topics_to_vtt_windows	topic:zoomable-user-interface	Zoomable User Interface	topic	5	0.513515	0.358974	vtt:ngram:5:0010	Gold fits into a psychological kind of cluster for him Likewise, his main occupa	vtt_ngram_5	00:04:26.415	00:06:53.046	266.415	413.046	00:36:25.415	Gold fits into a psychological kind of cluster for him Likewise, his main occupational duties are in a place, and there is a Navy cluster There is also the Great Fire of London with a fittingly emptier area around it So the semantic integrity is good, but it
topics_to_vtt_windows	topic:progressive-zoom-disclosure	Progressive Zoom Disclosure	topic	1	0.568673	0.25	vtt:ngram:5:0012	That probably helps a little bit What would be more useful is a zoomable user in	vtt_ngram_5	00:05:28.937	00:07:43.618	328.937	463.618	00:37:27.937	That probably helps a little bit What would be more useful is a zoomable user interface where we can look at different things at different levels and see different zoom states, very much like what Ivan Lugo was talking about earlier I have not done much with
topics_to_vtt_windows	topic:progressive-zoom-disclosure	Progressive Zoom Disclosure	topic	2	0.543014	0.3	vtt:ngram:5:0011	with a fittingly emptier area around it So the semantic integrity is good, but i	vtt_ngram_5	00:04:59.694	00:07:20.445	299.694	440.445	00:36:58.694	with a fittingly emptier area around it So the semantic integrity is good, but it is still not very intuitive These days we have image generators, so I semi-manually and semi-automatically generated icons for the topics That probably helps a little bit What w
topics_to_vtt_windows	topic:progressive-zoom-disclosure	Progressive Zoom Disclosure	topic	3	0.512518	0.3	vtt:ngram:5:0013	There is a lot that could be done I do have large-language-model-generated salie	vtt_ngram_5	00:05:54.978	00:07:59.307	354.978	479.307	00:37:53.978	There is a lot that could be done I do have large-language-model-generated salience scores for some of the topics I use those to adjust the scale and opacity of some nodes For instance, there is a woman who was loosely related to some people in this area thro
topics_to_vtt_windows	topic:progressive-zoom-disclosure	Progressive Zoom Disclosure	topic	4	0.493594	0.225	vtt:ngram:5:0014	loosely related to some people in this area through gossip She is not as central	vtt_ngram_5	00:06:25.199	00:08:16.171	385.199	496.171	00:38:24.199	loosely related to some people in this area through gossip She is not as central to Pepys’s life Her centrality is low, but she is still an interesting figure She is not at full opacity, because she is not worth foregrounding from the broad overview perspecti
topics_to_vtt_windows	topic:progressive-zoom-disclosure	Progressive Zoom Disclosure	topic	5	0.4805	0.225	vtt:ngram:5:0015	worth foregrounding from the broad overview perspective of his life When I am zo	vtt_ngram_5	00:06:53.174	00:08:40.395	413.174	520.395	00:38:52.174	worth foregrounding from the broad overview perspective of his life When I am zoomed out, the map shows things that are high-rank and high-salience, or some combination of those When I zoom in, it shows more nodes without fading them out That is basically as
topics_to_vtt_windows	topic:visual-linguistic-themes	Visual-Linguistic Themes	topic	1	0.550208	0.3	vtt:ngram:5:0032	of an article I saw on Hacker News or somewhere around there It was an arXiv pap	vtt_ngram_5	00:13:31.348	00:15:17.327	811.348	917.327	00:45:30.348	of an article I saw on Hacker News or somewhere around there It was an arXiv paper, and it talked about that very thing Researchers had found that across a number of languages there was a very definite pattern to certain words word groups, and semantics One t
topics_to_vtt_windows	topic:visual-linguistic-themes	Visual-Linguistic Themes	topic	2	0.533506	0.275	vtt:ngram:5:0033	word groups, and semantics One thing that this project is showing is that this i	vtt_ngram_5	00:13:48.553	00:15:46.725	828.553	946.725	00:45:47.553	word groups, and semantics One thing that this project is showing is that this is a kind of language I’m looking at Dining, Great Fire, and Prize Goods and there is a certain visual theme and linguistic theme to it I’m curious because you have clearly operate
topics_to_vtt_windows	topic:visual-linguistic-themes	Visual-Linguistic Themes	topic	3	0.51576	0.325	vtt:ngram:5:0031	People are interested in that from a machine-learning interpretability and safet	vtt_ngram_5	00:13:07.881	00:14:51.756	787.881	891.756	00:45:06.881	People are interested in that from a machine-learning interpretability and safety perspective as well Thanks We have time for one more question I have a quick one too That last point about high dimensionality and language reminds me of an article I saw on Hac
topics_to_vtt_windows	topic:visual-linguistic-themes	Visual-Linguistic Themes	topic	4	0.497577	0.35	vtt:ngram:5:0030	and embedding spaces, they are finding out some really cool things recently Part	vtt_ngram_5	00:12:43.215	00:14:23.403	763.215	863.403	00:44:42.215	and embedding spaces, they are finding out some really cool things recently Particular geometric patterns are being shared among completely different models We are starting to peer into that geometric representation space that they have learned in high dimens
topics_to_vtt_windows	topic:visual-linguistic-themes	Visual-Linguistic Themes	topic	5	0.485305	0.225	vtt:ngram:5:0039	That paper is perfect We are finding that things have a definitive shape Whether	vtt_ngram_5	00:16:16.066	00:17:48.207	976.066	1068.207	00:48:15.066	That paper is perfect We are finding that things have a definitive shape Whether I am speaking Italian, German, French English, or some weird mixture, if I say a word like good, bad, evil, or positive, it is going to have some kind of shape When I am talking
topics_to_vtt_windows	topic:abstraction-levels	Abstraction Levels	topic	1	0.412023	0.27907	vtt:ngram:5:0011	with a fittingly emptier area around it So the semantic integrity is good, but i	vtt_ngram_5	00:04:59.694	00:07:20.445	299.694	440.445	00:36:58.694	with a fittingly emptier area around it So the semantic integrity is good, but it is still not very intuitive These days we have image generators, so I semi-manually and semi-automatically generated icons for the topics That probably helps a little bit What w
topics_to_vtt_windows	topic:abstraction-levels	Abstraction Levels	topic	2	0.396659	0.27907	vtt:ngram:5:0041	This is really cool to see It shows how it works on the data side Thank you Very	vtt_ngram_5	00:16:44.705	00:18:37.968	1004.705	1117.968	00:48:43.705	This is really cool to see It shows how it works on the data side Thank you Very cool I also love to point to Bob Horn Robert Horn, who coined the term visual language or at least popularised it He wrote a book about it He is a wise elder gentleman who lives
topics_to_vtt_windows	topic:abstraction-levels	Abstraction Levels	topic	3	0.395337	0.209302	vtt:ngram:5:0038	So I put aside my naive way of finding a few columns that had useful parameters,	vtt_ngram_5	00:15:46.764	00:17:15.738	946.764	1035.738	00:47:45.764	So I put aside my naive way of finding a few columns that had useful parameters, and tried to get my head around the whole higher-dimensional geometry they are using, because it seems more fundamental If that answers your question It does exactly That paper i
topics_to_vtt_windows	topic:abstraction-levels	Abstraction Levels	topic	4	0.38962	0.27907	vtt:ngram:5:0001	Hello I’m interested in the problem of how we as human beings, can get a good me	vtt_ngram_5	00:00:00.838	00:02:06.651	0.838	126.651	00:31:59.838	Hello I’m interested in the problem of how we as human beings, can get a good mental model of what is going on I want to understand things and make use of our high-bandwidth visual centres, which are very good at interpreting information efficiently I’m inter
topics_to_vtt_windows	topic:abstraction-levels	Abstraction Levels	topic	5	0.388148	0.27907	vtt:ngram:5:0044	about by looking at it, without actually knowing about Pepys and his life There 	vtt_ngram_5	00:17:48.237	00:19:52.373	1068.237	1192.373	00:49:47.237	about by looking at it, without actually knowing about Pepys and his life There are a whole load of language components that he talks about and explains why it is important to have text why it is important to have visuals how they fit together, and what level
topics_to_vtt_windows	topic:map-as-expressive-interface	Map as Expressive Interface	topic	1	0.57615	0.352941	vtt:ngram:5:0015	worth foregrounding from the broad overview perspective of his life When I am zo	vtt_ngram_5	00:06:53.174	00:08:40.395	413.174	520.395	00:38:52.174	worth foregrounding from the broad overview perspective of his life When I am zoomed out, the map shows things that are high-rank and high-salience, or some combination of those When I zoom in, it shows more nodes without fading them out That is basically as
topics_to_vtt_windows	topic:map-as-expressive-interface	Map as Expressive Interface	topic	2	0.563305	0.382353	vtt:ngram:5:0014	loosely related to some people in this area through gossip She is not as central	vtt_ngram_5	00:06:25.199	00:08:16.171	385.199	496.171	00:38:24.199	loosely related to some people in this area through gossip She is not as central to Pepys’s life Her centrality is low, but she is still an interesting figure She is not at full opacity, because she is not worth foregrounding from the broad overview perspecti
topics_to_vtt_windows	topic:map-as-expressive-interface	Map as Expressive Interface	topic	3	0.547487	0.352941	vtt:ngram:5:0016	That is basically as far as I have got with that I’m going to do the thing and j	vtt_ngram_5	00:07:24.427	00:09:08.985	444.427	548.985	00:39:23.427	That is basically as far as I have got with that I’m going to do the thing and jump in with a question in the middle That’s the format I have this weird personal belief: any interface that presents information, or presents a visualisation of something is also
topics_to_vtt_windows	topic:map-as-expressive-interface	Map as Expressive Interface	topic	4	0.546587	0.352941	vtt:ngram:5:0017	information, or presents a visualisation of something is also potentially a good	vtt_ngram_5	00:07:44.079	00:09:28.845	464.079	568.845	00:39:43.079	information, or presents a visualisation of something is also potentially a good interface through which we can express something There are two sides to every interface So far, you have talked about what this interface is revealing, what it is showing, and ho
topics_to_vtt_windows	topic:map-as-expressive-interface	Map as Expressive Interface	topic	5	0.520486	0.352941	vtt:ngram:5:0013	There is a lot that could be done I do have large-language-model-generated salie	vtt_ngram_5	00:05:54.978	00:07:59.307	354.978	479.307	00:37:53.978	There is a lot that could be done I do have large-language-model-generated salience scores for some of the topics I use those to adjust the scale and opacity of some nodes For instance, there is a woman who was loosely related to some people in this area thro
topics_to_vtt_windows	topic:drag-and-drop-arrangement	Drag-and-Drop Arrangement	topic	1	0.545961	0.358974	vtt:ngram:5:0022	It is also sometimes useful to do drag and-drop image-collage work People often 	vtt_ngram_5	00:09:28.875	00:11:49.545	568.875	709.545	00:41:27.875	It is also sometimes useful to do drag and-drop image-collage work People often prefer paper for this kind of reason It is a real pain, when working digitally to lose the ability to arrange things freely So yes, I think that would be powerful Another common p
topics_to_vtt_windows	topic:drag-and-drop-arrangement	Drag-and-Drop Arrangement	topic	2	0.493049	0.333333	vtt:ngram:5:0021	What might it mean, based on everything else the system knows about the space Ho	vtt_ngram_5	00:09:09.322	00:11:30.362	549.322	690.362	00:41:08.322	What might it mean, based on everything else the system knows about the space How might it relate to these personal things these social things, and these work things That can absolutely be done It is also sometimes useful to do drag and-drop image-collage wor
topics_to_vtt_windows	topic:drag-and-drop-arrangement	Drag-and-Drop Arrangement	topic	3	0.483932	0.333333	vtt:ngram:5:0020	That is not ideal But one cool thing it can do is project back It can let us pre	vtt_ngram_5	00:08:40.500	00:11:08.591	520.5	668.591	00:40:39.500	That is not ideal But one cool thing it can do is project back It can let us predict what high-dimensional representation or high-dimensional embedding, would make sense if for example, I put something new here What might it mean, based on everything else the
topics_to_vtt_windows	topic:drag-and-drop-arrangement	Drag-and-Drop Arrangement	topic	4	0.471499	0.358974	vtt:ngram:5:0018	higher-dimensional spaces I’m curious what you have thought about with respect t	vtt_ngram_5	00:07:59.337	00:09:59.448	479.337	599.448	00:39:58.337	higher-dimensional spaces I’m curious what you have thought about with respect to doing expressive work through this interface Yes We can actually project back There is a popular library called UMAP Learn that lets us do that UMAP is a common solution for dim
topics_to_vtt_windows	topic:drag-and-drop-arrangement	Drag-and-Drop Arrangement	topic	5	0.423779	0.307692	vtt:ngram:5:0019	us do that UMAP is a common solution for dimensionality reduction of high dimens	vtt_ngram_5	00:08:16.200	00:10:32.985	496.2	632.985	00:40:15.200	us do that UMAP is a common solution for dimensionality reduction of high dimensional data It does not have a global objective It is mostly local, which means it might mess up how things fit together in aggregate That is not ideal But one cool thing it can do
topics_to_vtt_windows	topic:reverse-projection	Reverse Projection	topic	1	0.557391	0.421053	vtt:ngram:5:0025	to ask, just unmute and go right ahead I have one question I really liked what y	vtt_ngram_5	00:11:08.621	00:12:43.185	668.621	763.185	00:43:07.621	to ask, just unmute and go right ahead I have one question I really liked what you mentioned about reverse-projecting into high-dimensional spaces Mathematicians like to simplify things into spherical cows When modelling things in 2D, we model everything as p
topics_to_vtt_windows	topic:reverse-projection	Reverse Projection	topic	2	0.540884	0.368421	vtt:ngram:5:0018	higher-dimensional spaces I’m curious what you have thought about with respect t	vtt_ngram_5	00:07:59.337	00:09:59.448	479.337	599.448	00:39:58.337	higher-dimensional spaces I’m curious what you have thought about with respect to doing expressive work through this interface Yes We can actually project back There is a popular library called UMAP Learn that lets us do that UMAP is a common solution for dim
topics_to_vtt_windows	topic:reverse-projection	Reverse Projection	topic	3	0.540251	0.368421	vtt:ngram:5:0017	information, or presents a visualisation of something is also potentially a good	vtt_ngram_5	00:07:44.079	00:09:28.845	464.079	568.845	00:39:43.079	information, or presents a visualisation of something is also potentially a good interface through which we can express something There are two sides to every interface So far, you have talked about what this interface is revealing, what it is showing, and ho
topics_to_vtt_windows	topic:reverse-projection	Reverse Projection	topic	4	0.536362	0.342105	vtt:ngram:5:0020	That is not ideal But one cool thing it can do is project back It can let us pre	vtt_ngram_5	00:08:40.500	00:11:08.591	520.5	668.591	00:40:39.500	That is not ideal But one cool thing it can do is project back It can let us predict what high-dimensional representation or high-dimensional embedding, would make sense if for example, I put something new here What might it mean, based on everything else the
topics_to_vtt_windows	topic:reverse-projection	Reverse Projection	topic	5	0.528979	0.342105	vtt:ngram:5:0023	Another common problem is that the orientation can flip around whenever one of t	vtt_ngram_5	00:10:07.891	00:12:09.269	607.891	729.269	00:42:06.891	Another common problem is that the orientation can flip around whenever one of these maps is regenerated There are different ways of doing dimensionality reduction and they are often based on a random seed or on other stochastic things, that make it hard to k
topics_to_vtt_windows	topic:moving-things-as-thinking	Moving Things as Thinking	topic	1	0.448111	0.263158	vtt:ngram:5:0001	Hello I’m interested in the problem of how we as human beings, can get a good me	vtt_ngram_5	00:00:00.838	00:02:06.651	0.838	126.651	00:31:59.838	Hello I’m interested in the problem of how we as human beings, can get a good mental model of what is going on I want to understand things and make use of our high-bandwidth visual centres, which are very good at interpreting information efficiently I’m inter
topics_to_vtt_windows	topic:moving-things-as-thinking	Moving Things as Thinking	topic	2	0.445139	0.315789	vtt:ngram:5:0026	But in an actual 2D space, things also have dimensions They have shapes We also 	vtt_ngram_5	00:11:30.422	00:13:05.943	690.422	785.943	00:43:29.422	But in an actual 2D space, things also have dimensions They have shapes We also think in categories On the screen, in a user interface many of those things could be grouped together by putting them in a box, or surrounding them with a line That is how many mi
topics_to_vtt_windows	topic:moving-things-as-thinking	Moving Things as Thinking	topic	3	0.444629	0.315789	vtt:ngram:5:0021	What might it mean, based on everything else the system knows about the space Ho	vtt_ngram_5	00:09:09.322	00:11:30.362	549.322	690.362	00:41:08.322	What might it mean, based on everything else the system knows about the space How might it relate to these personal things these social things, and these work things That can absolutely be done It is also sometimes useful to do drag and-drop image-collage wor
topics_to_vtt_windows	topic:moving-things-as-thinking	Moving Things as Thinking	topic	4	0.429326	0.342105	vtt:ngram:5:0022	It is also sometimes useful to do drag and-drop image-collage work People often 	vtt_ngram_5	00:09:28.875	00:11:49.545	568.875	709.545	00:41:27.875	It is also sometimes useful to do drag and-drop image-collage work People often prefer paper for this kind of reason It is a real pain, when working digitally to lose the ability to arrange things freely So yes, I think that would be powerful Another common p
topics_to_vtt_windows	topic:moving-things-as-thinking	Moving Things as Thinking	topic	5	0.427777	0.315789	vtt:ngram:5:0024	I perform a rotation that anchors two points When I regenerate the map, the enti	vtt_ngram_5	00:10:36.123	00:12:23.639	636.123	743.639	00:42:35.123	I perform a rotation that anchors two points When I regenerate the map, the entire map coheres which is really nice, especially for adding or removing points We have time for maybe two more questions If anybody in the audience has something they would like to
topics_to_vtt_windows	topic:paper-like-digital-canvas	Paper-Like Digital Canvas	topic	1	0.526235	0.261905	vtt:ngram:5:0022	It is also sometimes useful to do drag and-drop image-collage work People often 	vtt_ngram_5	00:09:28.875	00:11:49.545	568.875	709.545	00:41:27.875	It is also sometimes useful to do drag and-drop image-collage work People often prefer paper for this kind of reason It is a real pain, when working digitally to lose the ability to arrange things freely So yes, I think that would be powerful Another common p
topics_to_vtt_windows	topic:paper-like-digital-canvas	Paper-Like Digital Canvas	topic	2	0.511364	0.238095	vtt:ngram:5:0021	What might it mean, based on everything else the system knows about the space Ho	vtt_ngram_5	00:09:09.322	00:11:30.362	549.322	690.362	00:41:08.322	What might it mean, based on everything else the system knows about the space How might it relate to these personal things these social things, and these work things That can absolutely be done It is also sometimes useful to do drag and-drop image-collage wor
topics_to_vtt_windows	topic:paper-like-digital-canvas	Paper-Like Digital Canvas	topic	3	0.495381	0.238095	vtt:ngram:5:0020	That is not ideal But one cool thing it can do is project back It can let us pre	vtt_ngram_5	00:08:40.500	00:11:08.591	520.5	668.591	00:40:39.500	That is not ideal But one cool thing it can do is project back It can let us predict what high-dimensional representation or high-dimensional embedding, would make sense if for example, I put something new here What might it mean, based on everything else the
topics_to_vtt_windows	topic:paper-like-digital-canvas	Paper-Like Digital Canvas	topic	4	0.494457	0.238095	vtt:ngram:5:0018	higher-dimensional spaces I’m curious what you have thought about with respect t	vtt_ngram_5	00:07:59.337	00:09:59.448	479.337	599.448	00:39:58.337	higher-dimensional spaces I’m curious what you have thought about with respect to doing expressive work through this interface Yes We can actually project back There is a popular library called UMAP Learn that lets us do that UMAP is a common solution for dim
topics_to_vtt_windows	topic:paper-like-digital-canvas	Paper-Like Digital Canvas	topic	5	0.440266	0.238095	vtt:ngram:5:0026	But in an actual 2D space, things also have dimensions They have shapes We also 	vtt_ngram_5	00:11:30.422	00:13:05.943	690.422	785.943	00:43:29.422	But in an actual 2D space, things also have dimensions They have shapes We also think in categories On the screen, in a user interface many of those things could be grouped together by putting them in a box, or surrounding them with a line That is how many mi
topics_to_vtt_windows	topic:local-global-layout-tension	Local-Global Layout Tension	topic	1	0.506	0.266667	vtt:ngram:5:0001	Hello I’m interested in the problem of how we as human beings, can get a good me	vtt_ngram_5	00:00:00.838	00:02:06.651	0.838	126.651	00:31:59.838	Hello I’m interested in the problem of how we as human beings, can get a good mental model of what is going on I want to understand things and make use of our high-bandwidth visual centres, which are very good at interpreting information efficiently I’m inter
topics_to_vtt_windows	topic:local-global-layout-tension	Local-Global Layout Tension	topic	2	0.505272	0.244444	vtt:ngram:5:0003	This is what happens when a data set of topics is projected down from high-dimen	vtt_ngram_5	00:00:52.468	00:03:15.272	52.468	195.272	00:32:51.468	This is what happens when a data set of topics is projected down from high-dimensional space into 2D space We should expect it to be a mess We should expect overlap By default, there is not a clean reduction down to two-dimensional space That should not be su
topics_to_vtt_windows	topic:local-global-layout-tension	Local-Global Layout Tension	topic	3	0.503309	0.288889	vtt:ngram:5:0002	information efficiently I’m interested in how things like embeddings, generated 	vtt_ngram_5	00:00:25.679	00:02:45.924	25.679	165.924	00:32:24.679	information efficiently I’m interested in how things like embeddings, generated categories, different kinds of relationships and graph structures can be used to make useful visualisations that do not look like a mess Speaking of which, this looks like a mess
topics_to_vtt_windows	topic:local-global-layout-tension	Local-Global Layout Tension	topic	4	0.481875	0.266667	vtt:ngram:5:0019	us do that UMAP is a common solution for dimensionality reduction of high dimens	vtt_ngram_5	00:08:16.200	00:10:32.985	496.2	632.985	00:40:15.200	us do that UMAP is a common solution for dimensionality reduction of high dimensional data It does not have a global objective It is mostly local, which means it might mess up how things fit together in aggregate That is not ideal But one cool thing it can do
topics_to_vtt_windows	topic:local-global-layout-tension	Local-Global Layout Tension	topic	5	0.477003	0.266667	vtt:ngram:5:0004	two-dimensional space That should not be surprising, but it is really annoying T	vtt_ngram_5	00:01:18.504	00:03:49.380	78.504	229.38	00:33:17.504	two-dimensional space That should not be surprising, but it is really annoying The reason this happens is that each item is mathematically just a point It does not have any dimension in the two-dimensional representation unless that dimension is deliberately
topics_to_vtt_windows	topic:shared-representational-geometry	Shared Representational Geometry	topic	1	0.586437	0.314286	vtt:ngram:5:0028	I have not done that yet I do not have it saying, for example that this belongs 	vtt_ngram_5	00:12:09.299	00:13:48.333	729.299	828.333	00:44:08.299	I have not done that yet I do not have it saying, for example that this belongs to a work cluster I do not have that kind of membership information at the moment, but it is doable Just looking at the 2D screen, I guess something like a Voronoi map would be th
topics_to_vtt_windows	topic:shared-representational-geometry	Shared Representational Geometry	topic	2	0.581082	0.285714	vtt:ngram:5:0029	a Voronoi map would be the easiest approach But there is this underlying structu	vtt_ngram_5	00:12:23.669	00:14:03.079	743.669	843.079	00:44:22.669	a Voronoi map would be the easiest approach But there is this underlying structure in the projection where different sections of the embedding space occupy different parts of the screen Yes In terms of what people are doing with pretrained models and embeddin
topics_to_vtt_windows	topic:shared-representational-geometry	Shared Representational Geometry	topic	3	0.577178	0.285714	vtt:ngram:5:0030	and embedding spaces, they are finding out some really cool things recently Part	vtt_ngram_5	00:12:43.215	00:14:23.403	763.215	863.403	00:44:42.215	and embedding spaces, they are finding out some really cool things recently Particular geometric patterns are being shared among completely different models We are starting to peer into that geometric representation space that they have learned in high dimens
topics_to_vtt_windows	topic:shared-representational-geometry	Shared Representational Geometry	topic	4	0.569423	0.371429	vtt:ngram:5:0027	line That is how many mind maps are presented Are there any ways of quantifying 	vtt_ngram_5	00:11:49.575	00:13:31.318	709.575	811.318	00:43:48.575	line That is how many mind maps are presented Are there any ways of quantifying the size of those embeddings on screen, so they are not just points and can be assigned a region of space Yes, that definitely could be done I have not done that yet I do not have
topics_to_vtt_windows	topic:shared-representational-geometry	Shared Representational Geometry	topic	5	0.568573	0.4	vtt:ngram:5:0026	But in an actual 2D space, things also have dimensions They have shapes We also 	vtt_ngram_5	00:11:30.422	00:13:05.943	690.422	785.943	00:43:29.422	But in an actual 2D space, things also have dimensions They have shapes We also think in categories On the screen, in a user interface many of those things could be grouped together by putting them in a box, or surrounding them with a line That is how many mi
